User ID,Session Duration,Pages Visited,Items Viewed,Login Frequency,Cart Additions,Successful Transactions,Failed Transactions,Device Type,Authentication Method,Age,Location
6025,5,9,6,5,4,3,0,Desktop,Password,34,Russian Federation
3491,54,9,15,3,4,1,1,Mobile,OTP,31,Benin
7439,5,8,17,1,3,3,0,Desktop,Password,66,Palestinian Territory
3235,8,5,12,1,5,0,1,Mobile,OTP,63,Barbados
4880,84,10,1,3,3,1,1,Desktop,Not Required,45,Malawi
8740,48,7,12,2,3,3,1,Tablet,OTP,63,Cameroon
177,80,6,11,1,2,2,1,Tablet,Password,64,Eritrea
6209,47,8,13,5,0,3,0,Desktop,Password,41,Guam
7594,46,10,3,10,5,0,1,Desktop,Not Required,34,Spain
4546,73,5,2,5,3,0,0,Desktop,Not Required,22,Nigeria
9131,55,8,2,3,2,3,1,Tablet,OTP,23,Turkmenistan
708,111,4,15,5,2,2,1,Tablet,OTP,22,Botswana
9472,106,1,16,2,4,1,1,Desktop,Not Required,27,Nigeria
8923,82,9,17,5,4,3,0,Mobile,Biometric,57,Wallis and Futuna
8103,15,5,2,3,5,0,0,Mobile,OTP,53,Central African Republic
6047,57,8,20,3,1,0,1,Desktop,Not Required,35,Sweden
9160,50,10,10,2,3,2,0,Desktop,Password,20,Dominica
7079,18,5,5,10,2,1,1,Mobile,OTP,33,Ghana
6451,96,5,15,1,0,1,1,Mobile,OTP,19,Venezuela
660,71,8,2,10,5,1,1,Tablet,Biometric,39,Ireland
5377,25,1,19,5,1,3,1,Desktop,Password,37,Sierra Leone
3404,108,4,12,3,3,2,1,Desktop,Password,39,San Marino
2977,12,7,11,10,5,3,1,Mobile,OTP,20,Guyana
324,33,3,16,1,5,2,1,Mobile,OTP,64,Macao
5749,10,1,7,5,4,1,1,Mobile,OTP,35,Austria
5702,97,1,20,3,0,2,1,Desktop,Password,68,Antigua and Barbuda
6123,112,8,19,3,2,0,0,Desktop,Not Required,60,Jamaica
9692,11,7,14,3,3,1,1,Tablet,Password,27,Sudan
3480,37,5,15,5,2,0,0,Desktop,Not Required,34,Tonga
4076,85,8,6,1,2,2,0,Tablet,Password,53,Marshall Islands
1273,4,6,2,3,4,0,0,Mobile,Biometric,42,Angola
6686,27,4,2,2,2,1,1,Desktop,Not Required,52,Madagascar
6362,98,7,18,1,1,0,1,Mobile,Biometric,54,Bahamas
2716,108,2,16,10,5,3,0,Desktop,Password,54,Bhutan
4860,70,4,20,1,0,0,1,Tablet,OTP,19,French Guiana
4674,119,7,2,3,1,0,1,Tablet,Password,26,Bermuda
5603,42,6,13,1,2,2,0,Tablet,Password,44,Azerbaijan
3660,33,10,2,2,2,3,0,Desktop,Password,61,Papua New Guinea
9254,10,8,7,1,4,0,1,Tablet,Biometric,65,India
779,42,4,13,5,4,0,0,Desktop,Not Required,48,Sudan
5914,28,5,11,5,1,0,1,Tablet,OTP,58,Lao People's Democratic Republic
1967,75,3,12,3,4,3,0,Mobile,OTP,28,Solomon Islands
245,117,5,11,2,3,0,0,Tablet,Password,30,Sweden
2954,57,3,14,5,2,0,0,Desktop,Not Required,61,Congo
8691,98,4,15,10,2,1,0,Tablet,OTP,48,Azerbaijan
106,10,9,2,2,1,1,0,Desktop,Not Required,30,Iraq
8973,10,1,6,10,4,1,1,Desktop,Not Required,23,Guyana
9918,16,6,17,2,2,0,1,Mobile,Biometric,27,Antigua and Barbuda
2040,120,9,7,1,0,0,1,Desktop,Not Required,70,Saint Pierre and Miquelon
2619,87,2,10,2,4,2,1,Desktop,Password,34,Niger
4532,81,10,19,10,4,2,0,Tablet,Biometric,18,New Caledonia
2565,88,8,16,3,0,3,0,Mobile,Biometric,49,Kyrgyz Republic
4630,47,4,18,1,3,0,0,Desktop,Not Required,18,Bermuda
673,74,5,18,2,3,3,0,Tablet,OTP,20,Turks and Caicos Islands
679,13,4,3,3,0,1,1,Mobile,OTP,52,China
420,107,8,12,10,4,3,0,Desktop,Password,48,Antarctica (the territory South of 60 deg S)
2556,100,6,12,3,3,1,1,Tablet,Password,31,Bermuda
9149,6,9,11,2,4,1,1,Mobile,OTP,70,British Virgin Islands
4152,27,6,18,2,2,2,0,Tablet,Password,54,Greece
2810,94,6,7,10,4,2,1,Tablet,Biometric,43,Barbados
2230,39,3,3,10,2,1,1,Desktop,Not Required,34,Saint Martin
5965,24,5,14,3,5,0,1,Tablet,Biometric,57,Ukraine
7290,82,1,4,10,3,3,0,Tablet,Password,34,Aruba
7454,5,10,18,10,0,3,0,Tablet,OTP,50,Finland
8158,107,9,20,10,1,1,1,Desktop,Not Required,28,Bangladesh
3392,109,6,18,10,1,3,0,Tablet,Password,32,Norway
1600,27,7,13,2,4,0,1,Tablet,Biometric,24,Ecuador
1236,61,2,1,10,2,3,1,Mobile,Biometric,28,Norway
3982,20,9,16,2,0,1,0,Desktop,Not Required,29,Lebanon
4210,87,1,11,5,5,1,0,Mobile,OTP,38,Panama
3728,100,1,12,3,3,2,0,Tablet,Password,48,Bahrain
8532,57,8,10,3,5,0,1,Tablet,Biometric,39,Eritrea
8360,50,6,1,10,4,3,1,Desktop,Password,51,Papua New Guinea
7611,42,6,18,1,2,1,0,Tablet,OTP,37,Tanzania
6329,87,8,9,3,5,2,0,Desktop,Password,66,Malawi
8242,70,2,7,3,5,3,0,Desktop,Password,27,Korea
3174,24,1,19,10,0,2,1,Mobile,OTP,20,United Arab Emirates
1891,118,10,16,5,3,0,0,Desktop,Not Required,64,Namibia
766,35,4,3,2,2,1,0,Tablet,Password,48,Gabon
7146,52,7,2,1,0,3,0,Desktop,Password,67,Turks and Caicos Islands
5161,99,7,10,3,0,1,0,Mobile,Biometric,35,Timor-Leste
6293,30,4,13,3,1,2,1,Mobile,Biometric,35,Zambia
2041,93,2,13,1,1,0,1,Desktop,Not Required,58,Cocos (Keeling) Islands
1794,30,8,10,5,0,3,0,Tablet,Password,56,Gibraltar
1271,19,10,2,2,0,0,1,Tablet,OTP,29,Taiwan
1686,12,10,3,3,1,1,0,Desktop,Not Required,53,Monaco
516,50,9,15,1,3,2,1,Mobile,OTP,23,Mongolia
7815,44,5,10,3,1,3,1,Mobile,Biometric,52,Netherlands Antilles
1971,118,9,19,1,2,2,1,Desktop,Password,60,Guam
8737,1,8,12,3,0,2,1,Tablet,OTP,40,Chad
3272,30,1,13,2,0,3,0,Desktop,Password,35,Bulgaria
6748,58,9,10,1,5,2,1,Desktop,Password,51,China
2309,62,10,9,3,3,1,1,Desktop,Not Required,52,Korea
7867,26,6,18,5,3,3,1,Tablet,OTP,35,Saint Pierre and Miquelon
3798,35,8,1,10,4,2,0,Desktop,Password,69,Macao
6083,106,2,2,10,3,3,1,Desktop,Password,42,Netherlands Antilles
4814,63,2,18,5,1,2,1,Desktop,Password,57,Bhutan
2666,110,10,4,3,1,3,1,Desktop,Password,51,Dominican Republic
935,89,6,17,1,0,2,1,Desktop,Password,35,Thailand
2194,114,8,15,3,5,0,1,Desktop,Not Required,40,Morocco
662,107,5,15,10,1,2,0,Desktop,Password,37,France
3479,29,3,3,5,0,0,0,Tablet,OTP,50,Czech Republic
4938,69,3,15,3,0,0,0,Tablet,Password,35,Iran
49,4,4,6,1,4,2,0,Mobile,OTP,44,Japan
1415,77,8,2,5,1,1,0,Tablet,OTP,37,Vietnam
5345,7,4,10,3,1,1,1,Desktop,Not Required,66,Gambia
805,79,9,6,10,3,0,1,Desktop,Not Required,22,Niger
6685,18,9,8,5,0,2,0,Tablet,Password,30,Sudan
6925,96,3,2,1,1,3,0,Mobile,OTP,53,Libyan Arab Jamahiriya
9828,115,10,7,10,4,2,0,Tablet,Biometric,69,Sudan
2449,114,10,20,3,2,1,0,Desktop,Not Required,65,Australia
2621,116,8,16,3,4,0,1,Desktop,Not Required,36,Angola
261,60,2,20,10,1,0,0,Desktop,Not Required,32,Georgia
4592,3,1,6,2,0,0,0,Tablet,OTP,34,Antarctica (the territory South of 60 deg S)
4441,10,9,19,2,5,2,1,Desktop,Password,28,Burkina Faso
1835,35,1,5,1,0,1,0,Mobile,Biometric,25,Algeria
1333,56,8,3,2,4,1,1,Tablet,Biometric,65,Brazil
9475,67,4,19,5,4,2,1,Desktop,Password,60,United Kingdom
6054,90,2,19,2,1,2,0,Desktop,Password,19,North Macedonia
2226,15,9,1,1,0,3,0,Tablet,OTP,68,Italy
7024,39,5,13,1,2,2,0,Mobile,OTP,25,Cape Verde
4384,86,5,20,2,4,1,1,Mobile,OTP,19,Montserrat
2876,113,1,9,3,2,2,0,Mobile,Biometric,44,Swaziland
8042,19,5,11,10,4,2,1,Desktop,Password,58,New Zealand
389,37,5,2,3,1,3,1,Desktop,Password,47,Paraguay
2313,16,8,1,5,2,2,0,Tablet,OTP,28,United Arab Emirates
3714,9,7,10,2,5,2,1,Tablet,Biometric,23,Saint Martin
3300,100,5,1,3,5,3,1,Mobile,Biometric,27,Haiti
6447,64,4,3,5,2,2,1,Mobile,Biometric,66,Netherlands
9452,10,9,8,2,4,0,0,Desktop,Not Required,61,Algeria
7625,97,4,4,2,5,1,0,Desktop,Not Required,56,Fiji
8037,63,1,3,5,0,2,0,Desktop,Password,48,Serbia
1659,103,9,12,1,5,1,1,Tablet,Biometric,25,Iran
5467,76,6,4,1,5,2,0,Tablet,Biometric,47,Switzerland
9121,8,10,20,3,4,3,1,Desktop,Password,70,Dominica
8595,5,4,10,1,0,1,0,Mobile,OTP,20,Slovakia (Slovak Republic)
7436,10,2,16,5,4,2,0,Desktop,Password,56,Bhutan
3022,17,1,3,3,5,0,1,Desktop,Not Required,29,Grenada
7843,84,6,15,1,0,3,1,Desktop,Password,29,Tanzania
7232,6,10,1,5,2,1,1,Mobile,OTP,28,Lao People's Democratic Republic
4446,69,1,11,1,2,3,0,Tablet,Password,23,Denmark
136,2,2,20,5,4,1,1,Mobile,OTP,65,Cayman Islands
1341,25,2,7,3,5,3,0,Tablet,Biometric,64,Nauru
2734,89,10,15,10,1,2,1,Tablet,OTP,42,Australia
6571,72,9,8,2,2,0,0,Tablet,Password,63,Kenya
4396,97,7,19,1,0,0,1,Mobile,OTP,23,Ireland
8031,117,8,16,10,1,2,0,Desktop,Password,41,Cuba
8001,61,9,14,1,3,3,1,Desktop,Password,61,Kyrgyz Republic
9520,78,2,15,1,0,2,0,Tablet,OTP,18,Puerto Rico
2317,93,9,19,2,0,0,1,Tablet,Password,30,Saint Martin
4800,8,6,12,5,3,0,0,Desktop,Not Required,42,Gambia
9483,105,8,19,5,4,1,0,Tablet,Biometric,50,Liechtenstein
1688,113,2,12,10,0,1,1,Tablet,OTP,22,Malawi
8178,50,5,15,2,0,3,1,Mobile,OTP,41,Guyana
1059,33,7,4,5,4,2,1,Desktop,Password,26,Estonia
2263,93,4,4,3,2,1,1,Mobile,OTP,32,Sri Lanka
2434,38,4,16,1,0,1,1,Desktop,Not Required,33,Jersey
6751,110,4,2,1,0,3,0,Mobile,Biometric,53,Antigua and Barbuda
1334,119,5,7,3,4,0,1,Tablet,Biometric,45,British Virgin Islands
3641,85,6,11,10,4,3,1,Tablet,Biometric,31,Tonga
4031,111,4,18,3,0,3,0,Desktop,Password,61,Iceland
7780,31,5,1,2,0,3,0,Desktop,Password,67,Costa Rica
8710,3,5,2,5,0,3,1,Mobile,OTP,18,Azerbaijan
146,96,2,10,1,5,0,0,Desktop,Not Required,18,Montserrat
3732,73,10,15,5,3,3,0,Tablet,Password,19,Trinidad and Tobago
8509,55,4,19,3,2,3,1,Desktop,Password,32,Venezuela
6605,16,4,7,1,1,3,0,Mobile,OTP,63,Nepal
9645,95,10,20,10,4,1,1,Tablet,Biometric,31,Cape Verde
8190,97,6,14,1,5,2,0,Mobile,Biometric,67,Guinea-Bissau
5677,67,1,10,3,1,2,0,Mobile,Biometric,69,El Salvador
9672,114,8,11,10,5,1,0,Mobile,Biometric,70,Ecuador
8540,19,10,1,3,5,0,1,Mobile,Biometric,61,Estonia
1325,69,2,11,3,0,2,1,Mobile,OTP,47,Korea
9847,47,2,3,3,5,0,1,Desktop,Not Required,35,Syrian Arab Republic
2929,10,5,15,10,4,3,1,Mobile,OTP,24,Gambia
270,118,3,1,2,4,0,0,Mobile,OTP,18,Estonia
4240,108,9,9,10,3,0,0,Mobile,OTP,18,French Polynesia
3788,67,10,14,5,0,1,1,Mobile,Biometric,34,Estonia
1559,11,8,16,10,1,0,1,Tablet,Password,64,Macao
48,110,9,7,5,1,0,0,Mobile,OTP,29,South Africa
2140,19,7,19,1,2,1,0,Mobile,OTP,33,Antarctica (the territory South of 60 deg S)
5855,9,9,12,2,1,0,1,Tablet,OTP,24,Djibouti
6372,118,7,7,10,2,3,0,Desktop,Password,61,Puerto Rico
793,91,6,8,3,5,2,1,Tablet,Biometric,67,Benin
1506,114,2,14,1,4,3,1,Tablet,Biometric,51,United Arab Emirates
7766,87,6,19,1,2,2,1,Mobile,OTP,35,Northern Mariana Islands
2255,50,5,16,3,4,1,1,Mobile,OTP,42,Sudan
5423,111,10,8,2,1,2,0,Tablet,OTP,57,Barbados
9963,10,4,7,3,1,3,1,Mobile,OTP,26,Dominica
3808,93,10,7,1,2,3,0,Tablet,OTP,53,Poland
2687,20,6,13,5,0,1,0,Mobile,OTP,20,Bahamas
6404,42,4,1,10,5,3,1,Desktop,Password,33,Spain
7836,33,6,5,3,4,3,0,Desktop,Password,64,Costa Rica
4032,22,9,8,2,2,0,1,Mobile,Biometric,26,Dominican Republic
3481,60,1,19,2,0,0,0,Tablet,Password,35,Nepal
7986,18,10,10,2,0,2,1,Desktop,Password,36,Bolivia
1414,18,5,15,2,4,0,0,Mobile,OTP,21,Georgia
3852,68,5,16,10,5,3,1,Desktop,Password,20,Azerbaijan
8594,72,7,12,3,4,3,0,Desktop,Password,49,Malta
5167,58,1,17,5,4,3,1,Tablet,Biometric,55,Italy
2960,83,5,4,2,1,0,1,Mobile,Biometric,45,Nigeria
7224,40,3,1,3,1,1,1,Tablet,Password,32,Barbados
1577,67,4,19,1,1,1,0,Desktop,Not Required,29,Madagascar
3248,16,4,3,3,0,0,1,Desktop,Not Required,67,Monaco
4645,45,2,10,2,3,0,0,Mobile,OTP,28,Tokelau
3837,43,7,13,3,4,2,1,Mobile,OTP,68,American Samoa
8868,19,7,19,10,5,3,1,Tablet,Biometric,36,Uzbekistan
9496,66,3,1,10,0,0,0,Desktop,Not Required,31,Paraguay
2279,64,9,3,5,5,3,1,Tablet,Biometric,34,Israel
8343,95,1,16,3,3,3,1,Tablet,Password,48,Serbia
8234,19,5,13,5,4,1,1,Tablet,Biometric,62,Netherlands
3163,107,5,13,2,0,2,1,Mobile,OTP,68,Turkey
7860,74,5,7,3,0,2,0,Tablet,Password,29,Jordan
4985,36,2,18,2,4,1,0,Mobile,Biometric,32,United Kingdom
3118,92,9,15,2,4,1,1,Tablet,Biometric,51,Tunisia
3045,85,1,18,10,4,0,1,Mobile,OTP,26,Poland
6468,24,7,15,1,0,0,0,Mobile,OTP,28,Ethiopia
32,53,5,16,3,0,3,0,Desktop,Password,49,Belgium
638,104,9,8,5,3,1,0,Mobile,Biometric,62,Australia
7126,106,4,9,3,1,3,1,Tablet,OTP,26,Tonga
2559,49,6,3,10,2,2,1,Mobile,Biometric,28,Malta
6170,37,3,2,3,5,1,0,Tablet,Biometric,24,Mexico
5811,20,1,14,1,5,0,1,Tablet,Biometric,63,Turkmenistan
8962,53,7,14,5,2,2,0,Desktop,Password,57,Aruba
6197,65,3,1,3,5,1,1,Mobile,Biometric,46,Puerto Rico
7026,120,9,8,2,4,0,1,Mobile,OTP,42,French Polynesia
6762,102,10,5,2,5,2,1,Tablet,Biometric,48,Niger
5286,46,10,2,1,0,3,0,Desktop,Password,67,Turkey
5935,6,9,8,5,5,0,0,Tablet,Biometric,40,Philippines
6574,70,9,1,10,4,0,1,Tablet,Biometric,66,Guam
5730,82,8,3,3,4,1,1,Mobile,Biometric,20,Turkmenistan
5860,62,8,3,10,1,3,1,Mobile,Biometric,45,Eritrea
462,23,2,11,10,0,1,0,Tablet,OTP,67,French Guiana
4932,33,10,11,2,2,3,1,Mobile,OTP,67,Angola
4463,87,5,10,3,5,0,1,Desktop,Not Required,32,Greenland
2420,19,6,3,3,0,3,1,Desktop,Password,26,Djibouti
7512,42,7,9,2,5,3,0,Tablet,Biometric,60,Saint Pierre and Miquelon
769,108,1,14,10,5,1,0,Tablet,Biometric,48,Botswana
9710,108,4,8,5,5,0,1,Mobile,OTP,59,Cocos (Keeling) Islands
2222,46,9,16,10,2,1,0,Tablet,OTP,38,Niue
2215,102,1,4,2,0,1,1,Tablet,OTP,20,Monaco
1577,48,10,12,2,4,3,0,Desktop,Password,29,Madagascar
2816,50,6,11,1,4,0,0,Desktop,Not Required,43,Egypt
9185,26,6,19,3,1,0,0,Desktop,Not Required,64,Nauru
3074,109,10,13,3,1,0,0,Tablet,OTP,38,Morocco
7115,72,10,16,5,5,2,1,Desktop,Password,57,Bosnia and Herzegovina
625,58,1,16,5,4,1,1,Tablet,Biometric,26,France
5925,35,7,17,10,2,3,0,Tablet,Password,68,Tunisia
3003,18,5,13,2,0,2,1,Tablet,Password,69,Czech Republic
1761,52,10,17,3,1,3,0,Tablet,OTP,45,Oman
9502,84,4,8,10,1,2,1,Mobile,OTP,28,Portugal
8137,100,8,14,2,4,2,0,Mobile,Biometric,42,Barbados
5767,21,8,17,5,3,3,0,Desktop,Password,30,Turks and Caicos Islands
4444,110,5,1,1,2,1,1,Desktop,Not Required,56,India
4272,39,4,10,5,5,3,1,Tablet,Biometric,30,American Samoa
146,65,6,20,5,4,0,1,Desktop,Not Required,18,Montserrat
7744,25,5,9,2,1,1,0,Tablet,OTP,26,Belarus
5926,45,5,18,10,5,1,0,Mobile,OTP,46,Philippines
8810,19,3,5,10,2,1,1,Mobile,OTP,45,Gabon
5660,107,2,20,3,1,2,1,Mobile,Biometric,27,Ukraine
1588,96,3,7,2,5,1,1,Tablet,Biometric,46,South Georgia and the South Sandwich Islands
7652,74,9,16,5,3,2,0,Desktop,Password,22,Solomon Islands
766,76,5,12,2,4,2,1,Mobile,Biometric,48,Gabon
5111,26,2,5,1,3,1,1,Desktop,Not Required,49,Saudi Arabia
8771,118,9,17,5,1,2,0,Tablet,Password,57,Barbados
6233,13,7,8,1,5,1,1,Tablet,Biometric,68,Ghana
547,1,10,15,1,0,3,0,Tablet,OTP,70,Lesotho
7748,6,1,4,1,1,2,1,Mobile,OTP,66,Isle of Man
5240,117,10,15,1,2,3,1,Desktop,Password,59,Tunisia
9996,80,5,11,3,2,1,0,Mobile,Biometric,32,Bulgaria
9294,104,2,16,3,4,1,0,Mobile,Biometric,31,Cocos (Keeling) Islands
9498,61,6,15,1,4,0,0,Tablet,Biometric,42,Latvia
6345,99,6,8,2,1,1,0,Desktop,Not Required,69,Botswana
6693,15,10,1,1,4,3,1,Mobile,OTP,50,Togo
5880,106,3,17,5,0,1,1,Mobile,Biometric,59,Holy See (Vatican City State)
3167,22,5,12,5,0,0,1,Tablet,Password,21,Bangladesh
131,91,4,18,2,2,1,0,Mobile,Biometric,42,Italy
2349,59,1,17,10,2,3,1,Desktop,Password,36,United Arab Emirates
1255,85,8,20,10,5,2,0,Desktop,Password,60,Equatorial Guinea
2039,118,6,9,5,2,2,1,Desktop,Password,41,Greenland
8882,29,6,19,1,0,1,1,Mobile,Biometric,43,Turkmenistan
7152,12,8,19,2,0,2,1,Desktop,Password,23,Christmas Island
9020,39,7,1,10,5,2,1,Tablet,Biometric,34,Northern Mariana Islands
6245,36,10,6,3,2,0,1,Desktop,Not Required,24,Pakistan
8263,60,6,17,3,0,0,0,Desktop,Not Required,70,Mongolia
1440,22,8,5,3,1,3,0,Tablet,Password,40,Norway
8325,7,5,13,10,5,2,0,Desktop,Password,61,Vietnam
724,29,9,3,3,5,3,1,Mobile,Biometric,33,Niue
7768,110,4,9,5,5,1,1,Tablet,Biometric,24,Colombia
5357,113,7,15,2,3,3,0,Mobile,Biometric,18,Qatar
3612,49,3,11,3,3,3,0,Tablet,Password,28,South Georgia and the South Sandwich Islands
2748,112,8,4,5,5,3,1,Tablet,Biometric,61,Gibraltar
7938,118,5,12,10,1,0,0,Tablet,Password,40,Bolivia
7921,7,7,6,3,5,0,0,Mobile,Biometric,19,Nepal
3009,29,8,19,2,1,2,1,Desktop,Password,53,Uruguay
8040,7,1,19,1,3,0,1,Desktop,Not Required,28,Solomon Islands
7423,97,4,12,10,1,0,1,Mobile,OTP,32,Djibouti
5287,83,4,12,2,2,2,0,Desktop,Password,66,Brazil
9323,11,7,14,10,0,0,1,Tablet,Password,39,Angola
9931,39,5,7,3,2,1,0,Tablet,OTP,19,Palau
8841,67,3,9,1,3,1,0,Mobile,Biometric,30,Turks and Caicos Islands
3071,42,2,2,2,4,3,1,Mobile,Biometric,54,United States Minor Outlying Islands
1459,81,5,7,5,2,0,0,Desktop,Not Required,18,Christmas Island
2639,48,1,12,5,4,2,1,Tablet,Biometric,68,Cambodia
501,119,10,12,3,5,0,0,Mobile,OTP,33,Sao Tome and Principe
1714,10,8,5,3,5,0,0,Tablet,Biometric,25,Uzbekistan
4830,53,10,8,3,2,0,0,Desktop,Not Required,44,Germany
895,58,6,17,5,0,1,0,Desktop,Not Required,40,Lesotho
427,111,9,15,3,2,2,0,Tablet,Password,41,Mauritania
4366,115,3,12,2,3,2,1,Desktop,Password,18,Chile
587,119,4,5,1,2,1,1,Tablet,Password,26,Nicaragua
8290,62,2,6,1,0,3,1,Desktop,Password,27,Palestinian Territory
6917,55,7,8,2,5,3,0,Tablet,Biometric,53,Northern Mariana Islands
4363,51,5,15,3,3,2,1,Desktop,Password,32,Senegal
7926,11,10,6,10,5,1,1,Tablet,Biometric,60,Jamaica
2423,10,9,11,1,1,0,1,Desktop,Not Required,53,Saint Pierre and Miquelon
3485,67,4,16,10,0,3,1,Desktop,Password,20,Singapore
9459,55,10,17,3,1,3,0,Mobile,Biometric,47,Mozambique
5109,10,4,18,5,2,3,0,Tablet,Password,68,Cuba
1042,91,4,3,5,3,0,0,Desktop,Not Required,70,Vietnam
7310,3,3,6,5,2,2,0,Desktop,Password,68,Albania
9280,11,4,15,2,5,0,0,Desktop,Not Required,20,Cote d'Ivoire
9144,18,6,8,3,4,0,0,Desktop,Not Required,69,Syrian Arab Republic
1102,22,10,11,5,2,2,0,Mobile,Biometric,65,Bolivia
6982,90,8,20,10,4,1,0,Mobile,OTP,44,Faroe Islands
5773,83,4,16,1,2,3,1,Mobile,Biometric,27,French Polynesia
6301,20,2,19,2,0,3,1,Desktop,Password,33,Saint Pierre and Miquelon
2218,44,7,4,2,1,0,0,Desktop,Not Required,62,Barbados
3406,62,5,19,1,3,1,1,Desktop,Not Required,35,Romania
6507,9,2,12,5,5,2,0,Desktop,Password,22,Cote d'Ivoire
2147,118,2,2,10,4,0,0,Mobile,Biometric,22,Togo
7329,25,3,20,1,1,1,0,Tablet,OTP,30,Lebanon
2421,19,9,14,10,5,1,0,Mobile,OTP,69,Lebanon
5329,99,2,10,10,5,1,0,Tablet,Biometric,41,Qatar
6306,28,5,20,1,4,0,0,Mobile,OTP,46,Romania
2267,96,4,16,1,4,1,0,Mobile,OTP,25,Sri Lanka
9034,107,1,2,3,5,0,1,Tablet,Biometric,23,Libyan Arab Jamahiriya
839,4,10,20,1,1,3,0,Desktop,Password,48,Honduras
8353,54,8,7,10,2,3,1,Desktop,Password,54,Austria
8530,114,9,16,1,0,3,1,Mobile,OTP,63,Sao Tome and Principe
6428,116,3,3,10,1,1,1,Tablet,OTP,38,United States Minor Outlying Islands
7871,46,4,13,3,5,0,0,Mobile,Biometric,70,Micronesia
8050,16,6,12,2,1,3,0,Mobile,OTP,29,Mauritius
4377,3,1,17,2,0,3,1,Mobile,OTP,59,Congo
7653,111,6,8,1,5,1,0,Desktop,Not Required,35,China
7452,94,2,2,10,2,1,1,Desktop,Not Required,59,Dominica
7302,74,5,14,3,5,0,0,Mobile,Biometric,19,Portugal
5205,111,10,14,5,0,1,1,Mobile,Biometric,45,Bolivia
7637,94,8,18,1,0,3,0,Mobile,Biometric,65,Myanmar
7558,75,8,14,1,2,1,0,Tablet,OTP,64,Niue
680,111,9,15,10,1,0,1,Mobile,OTP,42,Guadeloupe
5683,37,5,16,5,5,0,1,Mobile,OTP,23,Saint Helena
8919,107,6,19,3,4,3,1,Desktop,Password,31,Kyrgyz Republic
9501,78,3,16,10,1,1,1,Desktop,Not Required,31,Timor-Leste
1258,25,2,11,10,3,3,1,Mobile,OTP,65,Zambia
5600,20,2,15,5,1,3,0,Mobile,OTP,68,Moldova
8000,45,3,18,10,3,2,1,Desktop,Password,19,Sierra Leone
1439,48,7,1,5,0,3,1,Tablet,OTP,69,Austria
5533,25,2,3,10,3,1,1,Desktop,Not Required,43,Solomon Islands
5994,50,4,13,5,3,2,0,Tablet,Password,28,Yemen
4179,57,2,13,2,2,2,0,Desktop,Password,61,Nauru
1362,9,6,5,2,0,1,1,Tablet,Password,43,Burundi
4874,60,7,8,2,0,0,0,Tablet,OTP,65,Nauru
1557,41,5,7,1,0,2,1,Tablet,Password,61,Martinique
6115,23,4,3,3,4,3,0,Desktop,Password,21,Brunei Darussalam
9912,24,2,5,10,4,1,1,Mobile,OTP,63,Christmas Island
7848,35,8,2,1,5,3,0,Tablet,Biometric,66,Jamaica
3861,51,4,11,1,2,2,1,Mobile,Biometric,28,Dominican Republic
9700,106,10,16,2,1,2,1,Mobile,OTP,44,Rwanda
1013,101,9,7,3,2,2,0,Tablet,Password,66,Ecuador
1185,67,6,6,2,3,0,1,Desktop,Not Required,40,Palestinian Territory
4929,108,4,8,1,2,0,0,Mobile,Biometric,64,Kuwait
3382,3,2,17,10,2,3,0,Mobile,OTP,57,Uganda
4212,18,7,1,10,5,3,0,Tablet,Biometric,36,Taiwan
9621,5,8,18,10,3,0,1,Tablet,OTP,26,Cambodia
1083,21,9,8,1,4,3,0,Tablet,Biometric,55,Sierra Leone
494,57,6,17,3,0,1,0,Tablet,Password,24,South Georgia and the South Sandwich Islands
2660,8,4,7,3,0,2,0,Desktop,Password,24,Guatemala
1461,90,5,9,5,1,2,1,Mobile,Biometric,24,Jordan
4731,77,8,6,3,1,2,0,Mobile,Biometric,29,Mayotte
6962,7,3,5,5,4,1,0,Mobile,OTP,53,Afghanistan
8804,96,6,4,1,3,2,0,Mobile,Biometric,55,Nigeria
5892,81,1,1,2,2,1,1,Mobile,Biometric,68,Bosnia and Herzegovina
3260,29,4,12,1,1,2,0,Mobile,OTP,49,Mozambique
9917,3,5,14,3,3,1,0,Desktop,Not Required,58,Antarctica (the territory South of 60 deg S)
6632,15,9,7,1,5,1,0,Mobile,OTP,70,Finland
2735,107,9,13,5,0,3,1,Tablet,Password,46,Antigua and Barbuda
5127,40,7,1,3,3,1,1,Tablet,Password,50,Cote d'Ivoire
8848,93,3,13,10,0,3,0,Tablet,OTP,40,Nigeria
2038,21,10,18,1,1,3,1,Mobile,Biometric,67,Finland
1303,10,10,1,5,3,1,0,Desktop,Not Required,36,Samoa
5916,18,6,14,10,2,0,0,Mobile,Biometric,67,Algeria
3183,10,6,18,2,0,2,0,Mobile,OTP,51,Costa Rica
2747,24,4,14,3,0,3,0,Mobile,OTP,37,Central African Republic
9068,47,1,20,1,1,1,1,Mobile,Biometric,37,Cyprus
2458,75,10,4,2,0,3,0,Desktop,Password,59,Maldives
9122,88,9,6,5,5,0,1,Mobile,Biometric,34,Sri Lanka
7135,85,1,1,1,5,0,0,Tablet,Biometric,31,United States Virgin Islands
6624,55,7,9,5,5,3,1,Tablet,Biometric,43,Swaziland
9873,51,2,11,5,4,1,1,Mobile,OTP,41,Gabon
3074,111,4,6,5,5,3,0,Mobile,OTP,38,Morocco
